,BR,LASSO,LS,RLS,RR
0,2.494303010800849,2.333939359023805,3.102838014133667,2.5539759558564477,3.086328686941499
1,1.2318153567488987,1.204368098550901,1.3584435211464476,1.2552609010893399,1.3576181041198379
