,BR,LASSO,LS,RLS,RR
0,2.618733922241788,2.4644611457388845,3.1028380141340453,2.618733922241788,3.118997118962928
1,1.2824328557328595,1.2564684233567922,1.3584435211464778,1.2824328557328595,1.364567082152408
