,mse
"{'function': 'id', 'order': 1, 'Lambda': 2}",51.858315689238616
"{'function': 'id', 'order': 1, 'Lambda': 5}",52.05472289071456
"{'function': 'id', 'order': 1, 'Lambda': 1}",52.904535253465816
"{'function': 'id', 'order': 1, 'Lambda': 0.5}",54.60509578686404
"{'function': 'id', 'order': 1, 'Lambda': 0.25}",57.16394216986363
"{'function': 'id', 'order': 1, 'Lambda': 0.1}",62.68165912384709
