,BR,LASSO,LS,RLS,RR
0,2.6070552828646796,2.5146520268309587,3.102838014133667,2.629287561227239,3.086328686941495
1,1.276598102996577,1.2285280473717395,1.3584435211464476,1.2620731981153817,1.3576181041198374
