,0
0,0.7348103733637326
1,0.11523423080954728
2,0.44838052515827775
3,-0.20168567075533653
4,0.13653003420655713
5,-0.2372311452789972
6,0.004109605329926935
7,-0.22734745594641026
8,0.15408026783293613
9,0.01637340071835039
10,-0.04301117644184355
