,0
0,-0.09937580221879305
1,3.793512025779556
2,6.49122011833449
3,-10.744773830365947
4,-5.521677009287114
5,8.632263507345948
6,0.6537135959240947
7,-3.0457988838800802
8,0.7635494597178258
9,0.31028116644330733
10,-0.17513790923146444
