,mse
"{'function': 'poly', 'order': 5, 'Lambda': 0.1}",0.4128320351129849
"{'function': 'poly', 'order': 5, 'Lambda': 0.25}",0.4201678693250258
"{'function': 'poly', 'order': 5, 'Lambda': 0.5}",0.43463633087073444
"{'function': 'poly', 'order': 5, 'Lambda': 1}",0.47460685881917763
"{'function': 'poly', 'order': 5, 'Lambda': 2}",0.5191281609076239
"{'function': 'poly', 'order': 5, 'Lambda': 5}",0.5698419737535146
