,BR,LASSO,LS,RLS,RR
0,3.305391063227505,3.02018566990181,4.05971463942354,3.501592033833657,4.199906460828356
1,1.3895660028845422,1.3707027833586312,1.4886914192606822,1.4945204780312784,1.4601520059678388
