,0
0,0.9120944116958383
1,5.233591561213481e-08
2,0.5502023220103172
3,-6.855131564802618e-10
4,-3.8646107578374893e-10
5,-0.3573434741043818
6,2.4750619429111843e-10
7,-0.19844276396964303
8,0.17141518469844053
9,0.014124071998934794
10,-0.04541067759819736
