,0
0,-0.7721410540566992
1,3.0252028382090415
2,13.14885208425254
3,-7.575928580091776
4,-19.780024854893437
5,5.642387159382833
6,12.194463269814436
7,-2.1641989825503747
8,-3.1572385106034746
9,0.24538600335421845
10,0.29052242319506555
